column00,call_no,incident_type,type_description,address,alarm_time,alarms,primary_unit,census_tract,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude,year,totalIncidentsPerType,totalIncidentsperneigh
4882,F140070586,160,"Special outside fire, Other","500 BLOCK FREELAND ST, PITTSBURGH PA 15210",9/30/14 20:03,0,231EN27,1809,Beltzhoover,3,18,42003562400,4,18,3,21-Apr,40.41903267,-79.99883274,2014,24,19
4883,F140070857,113,"Cooking fire, confined to container","6500 BLOCK DEAN ST, PITTSBURGH PA 15206",10/1/14 21:04,1,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,15-Mar,40.46764032,-79.90308277,2014,238,22
4884,F140070865,150,"Outside rubbish fire, Other","SUNCREST ST & GEORGIA AVE, PITTSBURGH PA 15210",10/1/14 22:27,0,231EN23,3001,Knoxville,3,30,42003300100,4,30,3,7-Apr,40.41118989,-79.9945525,2014,63,15
4885,F140070871,113,"Cooking fire, confined to container","1500 BLOCK LETORT ST, PITTSBURGH PA 15212",10/1/14 23:09,1,231EN35,2703,Brighton Heights,1,27,42003270300,1,27,1,14-Jan,40.4799931,-80.03733916,2014,238,21
4886,F140070872,131,Passenger vehicle fire,"CRUCIBLE ST & WOODLOW ST, PITTSBURGH PA 15204",10/1/14 23:19,0,231EN30,2814,Crafton Heights,2,28,42003281400,5,28,6,17-Jan,40.44705498,-80.0510476,2014,106,15
4887,F140070889,111,Building fire,"100 BLOCK KNOX AVE, PITTSBURGH PA 15210",10/2/14 1:00,1,231EN22,3001,Knoxville,3,30,42003300100,4,30,3,6-Apr,40.41555294,-79.99064494,2014,188,15
4888,F140071016,113,"Cooking fire, confined to container","600 BLOCK STANWIX ST, PITTSBURGH PA 15222",10/2/14 14:06,1,231EN37,201,Central Business District,6,2,42003020100,6,2,2,3-Jan,40.44340213,-80.00472552,2014,238,32
4889,F140071081,150,"Outside rubbish fire, Other","800 BLOCK FAIRSTON ST, PITTSBURGH PA 15204",10/2/14 18:27,0,231EN31,2814,Crafton Heights,2,28,42003281400,5,28,6,16-Jan,40.44940646,-80.05354006,2014,63,15
4890,F140071089,150,"Outside rubbish fire, Other","1100 BLOCK SUTHERLAND ST, PITTSBURGH PA 15204",10/2/14 19:14,0,231EN31,2022,Sheraden,2,20,42003202200,5,20,6,16-Jan,40.45436519,-80.06171844,2014,63,29
4891,F140071125,143,Grass fire,"1000 BLOCK 5TH AVE, PITTSBURGH PA 15219",10/2/14 22:03,0,231EN04,201,Bluff,6,1,42003010300,3,1,2,4-Feb,40.43856481,-79.99083635,2014,17,8
4892,F140071137,131,Passenger vehicle fire,"LETICOE ST & KOSCIUSKO WAY, PITTSBURGH PA 15203",10/2/14 22:54,1,231EN24,1608,South Side Slopes,3,16,42003160800,4,16,3,24-Apr,40.42320197,-79.97085169,2014,106,14
4893,F140071154,111,Building fire,"100 BLOCK JUCUNDA ST, PITTSBURGH PA 15210",10/3/14 1:12,2,231EN22,3001,Knoxville,3,30,42003300100,4,30,3,6-Apr,40.41734514,-79.98819325,2014,188,15
4894,F140071178,113,"Cooking fire, confined to container","2200 BLOCK WILNER DR, PITTSBURGH PA 15221",10/3/14 6:20,1,231EN16,1306,East Hills,9,13,42003130600,2,13,5,19-Mar,40.45338758,-79.86682966,2014,238,16
4895,F140071285,111,Building fire,"300 BLOCK MILLBRIDGE ST, PITTSBURGH PA 15210",10/3/14 15:08,3,231EN27,1803,Allentown,3,18,42003180300,4,18,3,21-Apr,40.41981134,-79.9959778,2014,188,18
4896,F150013925,111,Building fire,"6600 BLOCK RIDGEVILLE ST, PITTSBURGH PA 15217",2/20/15 11:50,1,231EN18,1403,Squirrel Hill North,8,14,42003140300,3,14,4,18-Feb,40.44338623,-79.91509916,2015,230,14
4897,F170039846,113,"Cooking fire, confined to container","00 BLOCK S 14TH ST, PITTSBURGH PA 15203",5/18/17 18:57,1,231EN24,1702,South Side Flats,3,17,42003170200,4,17,3,24-Apr,40.43010951,-79.98408409,2017,213,34
4898,F140071589,113,"Cooking fire, confined to container","3900 BLOCK MAYFAIR ST, PITTSBURGH PA 15205",10/4/14 18:28,1,231EN31,2807,Windgap,2,28,42003563000,5,28,6,16-Jan,40.46099677,-80.07880076,2014,238,2
4899,F140071752,111,Building fire,"00 BLOCK E SYCAMORE ST, PITTSBURGH PA 15211",10/5/14 13:55,3,231EN27,1914,Mount Washington,2,19,42003191400,5,19,3,27-Apr,40.43023902,-80.00652782,2014,188,21
4900,F140072012,150,"Outside rubbish fire, Other","CHINN WAY & MEADOW ST, PITTSBURGH PA 15206",10/6/14 14:51,1,231EN08,1106,East Liberty,7,11,42003111300,2,11,5,8-Mar,40.4680082,-79.91666461,2014,63,26
4901,F140072067,150,"Outside rubbish fire, Other","00 BLOCK ARNOLD ST, PITTSBURGH PA 15205",10/6/14 19:06,0,231EN29,2815,Crafton Heights,2,28,42003281500,5,28,6,18-Jan,40.4403956,-80.05171694,2014,63,15
4902,F140072338,130,"Mobile property (vehicle) fire, Other","5200 BLOCK PENN AVE, PITTSBURGH PA 15224",10/7/14 19:11,0,231EN06,809,Bloomfield,7,8,42003080900,2,8,5,23-Mar,40.46422266,-79.93979213,2014,22,23
4903,F140072623,130,"Mobile property (vehicle) fire, Other","200 BLOCK S MATHILDA ST, PITTSBURGH PA 15224",10/8/14 20:21,0,231EN06,809,Bloomfield,7,8,42003080900,2,8,5,6-Mar,40.46502427,-79.94679158,2014,22,23
4904,F140072635,130,"Mobile property (vehicle) fire, Other","200 BLOCK TAYLOR ST, PITTSBURGH PA 15224",10/8/14 21:03,0,231EN06,903,Bloomfield,7,9,42003090300,2,9,5,6-Mar,40.46395552,-79.95001532,2014,22,23
4905,F140072768,111,Building fire,"900 BLOCK WELLESLEY RD, PITTSBURGH PA 15206",10/9/14 13:12,1,231EN08,1106,Highland Park,7,11,42003110600,2,11,5,9-Mar,40.47166132,-79.91388083,2014,188,13
4906,F140072805,113,"Cooking fire, confined to container","2000 BLOCK 5TH AVE, PITTSBURGH PA 15219",10/9/14 15:57,1,231EN04,103,Bluff,6,1,42003010300,3,1,2,1-Feb,40.43800271,-79.9775296,2014,238,8
4907,F140073089,113,"Cooking fire, confined to container","300 BLOCK OAKVILLE DR, PITTSBURGH PA 15220",10/10/14 18:15,1,231EN28,2023,Banksville,2,20,42003202300,5,20,6,9-Apr,40.41889762,-80.03800593,2014,238,7
4908,F140073275,111,Building fire,"300 BLOCK N CRAIG ST, PITTSBURGH PA 15213",10/11/14 15:14,1,231EN06,507,North Oakland,8,4,42003040400,3,4,4,9-Feb,40.44559065,-79.94938724,2014,188,17
4909,F170039976,151,"Outside rubbish, trash or waste fire","SYLVAN AVE & WALDECK ST, PITTSBURGH PA 15207",5/19/17 9:44,0,231EN12,1501,Hazelwood,5,15,42003562900,3,15,4,12-Feb,40.42491223,-79.95103699,2017,80,27
4910,F170040189,151,"Outside rubbish, trash or waste fire","1600 BLOCK TRINITY ST, PITTSBURGH PA 15201",5/19/17 21:43,0,231EN07,1018,Stanton Heights,7,10,42003101800,2,10,5,7-Mar,40.48590259,-79.93210819,2017,80,3
4911,F170040301,113,"Cooking fire, confined to container","200 BLOCK MAIN ST, PITTSBURGH PA 15224",5/20/17 11:15,1,231EN06,902,Central Lawrenceville,7,9,42003090200,2,9,2,3-Mar,40.46974627,-79.96094486,2017,213,4
4912,F170040321,140,"Natural vegetation fire, Other","5400 BLOCK PENN AVE, PITTSBURGH PA 15206",5/20/17 12:09,0,231EN08,1114,Bloomfield,9,8,42003080900,2,8,5,23-Mar,40.46444116,-79.93641591,2017,16,23
4914,F140073281,112,Fires in structure other than in a building,"HAZELWOOD AVE & OSPREY WAY, PITTSBURGH PA 15207",10/11/14 15:43,1,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.41140349,-79.94420671,2014,11,36
4915,F140073404,113,"Cooking fire, confined to container","00 BLOCK FOSTER SQ, PITTSBURGH PA 15212",10/12/14 3:40,1,231EN37,2204,Allegheny Center,1,22,42003562700,1,22,1,7-Jan,40.45203272,-80.00840175,2014,238,8
4916,F140073423,113,"Cooking fire, confined to container","3800 BLOCK BIGELOW BLVD, PITTSBURGH PA 15213",10/12/14 7:42,1,231EN06,506,North Oakland,6,5,42003562000,3,5,4,23-Feb,40.45687624,-79.95511098,2014,238,17
4917,F140073465,131,Passenger vehicle fire,"5000 BLOCK FORBES AVE, PITTSBURGH PA 15217",10/12/14 11:55,0,231EN18,1401,Squirrel Hill North,8,14,42003140100,3,14,4,26-Feb,40.44378195,-79.94003318,2014,106,20
4918,F140073480,113,"Cooking fire, confined to container","900 BLOCK ROSELLE CT, PITTSBURGH PA 15207",10/12/14 13:26,1,231EN13,1504,Glen Hazel,5,15,42003562300,3,15,4,13-Feb,40.40687377,-79.93258364,2014,238,7
4920,F140073733,118,"Trash or rubbish fire, contained","3800 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15214",10/13/14 13:28,1,231EN34,2602,Perry North,1,26,42003260700,1,26,1,15-Jan,40.48755132,-80.01602089,2014,42,11
4921,F140074586,150,"Outside rubbish fire, Other","1100 BLOCK WOODBOURNE AVE, PITTSBURGH PA 15226",10/16/14 17:21,0,231EN26,1918,Brookline,4,19,42003191800,4,19,6,26-Apr,40.38940339,-80.01736541,2014,63,23
4922,F140074726,113,"Cooking fire, confined to container","6500 BLOCK MEADOW ST, PITTSBURGH PA 15206",10/17/14 10:09,1,231EN15,1204,Larimer,9,12,42003120800,2,12,5,12-Mar,40.46197149,-79.91120303,2014,238,16
4923,F140074783,111,Building fire,"3200 BLOCK SPRING GARDEN AVE, PITTSBURGH PA 15212",10/17/14 13:13,1,231EN38,2412,Spring Garden,1,26,42003428200,1,26,1,11-Jan,40.47723519,-79.99323078,2014,188,2
4924,F140074808,142,Brush or brush-and-grass mixture fire,"MURRAY AVE & NORTHUMBERLAND, PITTSBURGH PA 15217",10/17/14 15:23,0,231EN18,1403,Squirrel Hill North,8,14,42003140300,3,14,4,18-Feb,40.44142016,-79.92337025,2014,56,20
4925,F140074896,131,Passenger vehicle fire,"BRENHAM ST & 5TH AVE, PITTSBURGH PA 15213",10/17/14 21:42,0,231EN10,409,South Oakland,6,4,42003040900,3,4,4,10-Feb,40.43644981,-79.96829342,2014,106,13
4926,F140074930,131,Passenger vehicle fire,"2600 BLOCK MAPLE AVE, PITTSBURGH PA 15214",10/18/14 1:12,0,231EN38,2615,Perry South,6,26,42003261500,1,26,1,23-Jan,40.47180887,-80.00805049,2014,106,23
4927,F140075114,151,"Outside rubbish, trash or waste fire","4900 BLOCK KINCAID ST, PITTSBURGH PA 15224",10/18/14 22:10,0,231EN08,1017,Garfield,9,10,42003101700,2,10,5,4-Mar,40.46746571,-79.9446645,2014,63,14
4928,F140075158,113,"Cooking fire, confined to container","2300 BLOCK LARKINS WAY, PITTSBURGH PA 15203",10/19/14 2:45,1,231EN24,1609,South Side Flats,3,16,42003160900,4,16,3,24-Apr,40.42690565,-79.97313487,2014,238,23
4929,F160054952,143,Grass fire,"2600 BLOCK PERRYSVILLE AVE, PITTSBURGH PA 15212",7/16/16 17:08,0,231EN38,2615,Perry South,6,26,42003261500,1,26,1,23-Jan,40.47117479,-80.00844781,2016,16,25
4930,F140075171,113,"Cooking fire, confined to container","3600 BLOCK LIBERTY AVE, PITTSBURGH PA 15224",10/19/14 5:40,1,231EN06,603,Lower Lawrenceville,7,6,42003060300,2,6,2,6-Mar,40.46163409,-79.96358344,2014,238,8
4931,F140075189,151,"Outside rubbish, trash or waste fire","1200 BLOCK GOETTMAN ST, PITTSBURGH PA 15212",10/19/14 9:04,0,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,2-Jan,40.45818687,-79.98984413,2014,63,12
4932,F140075192,118,"Trash or rubbish fire, contained","5500 BLOCK WALNUT ST, PITTSBURGH PA 15232",10/19/14 9:15,1,231EN08,703,Shadyside,8,7,42003070300,2,7,4,22-Mar,40.45096608,-79.9335939,2014,42,18
4933,F140075224,111,Building fire,"CHALFONT ST & CURTIN AVE, PITTSBURGH PA 15210",10/19/14 12:11,1,231EN22,1809,Beltzhoover,3,18,42003562400,4,18,3,21-Apr,40.41669002,-79.99874745,2014,188,19
4934,F140075356,132,Road freight or transport vehicle fire,"500 BLOCK FINLEY ST, PITTSBURGH PA 15206",10/20/14 5:36,0,231EN15,1208,Larimer,9,12,42003120800,2,12,5,12-Mar,40.46042852,-79.9080189,2014,7,16
4935,F170040643,113,"Cooking fire, confined to container","1100 BLOCK TWEED ST, PITTSBURGH PA 15204",5/21/17 16:03,1,231EN30,2022,Sheraden,2,20,42003202200,5,20,6,16-Jan,40.4560324,-80.06331139,2017,213,19
4936,F140075430,113,"Cooking fire, confined to container","6900 BLOCK MCPHERSON BLVD, PITTSBURGH PA 15208",10/20/14 11:58,1,231EN17,1405,Point Breeze North,9,14,42003140500,2,14,4,14-Mar,40.45407785,-79.90631518,2014,238,5
4937,F140075590,123,"Fire in portable building, fixed location","HOMERIDGE DR & HOMERIDGE LN, PITTSBURGH PA 15207",10/20/14 21:31,0,231EN20,3103,New Homestead,5,31,42003310300,3,31,4,20-Apr,40.38724772,-79.92295682,2014,3,7
4938,F140075633,140,"Natural vegetation fire, Other","5500 BLOCK WELLESLEY AVE, PITTSBURGH PA 15206",10/21/14 6:31,0,231EN08,1102,Highland Park,7,11,42003110200,2,11,5,9-Mar,40.47469664,-79.92787019,2014,28,13
4939,F140075762,131,Passenger vehicle fire,"HERRON AVE & BIGELOW BLVD, PITTSBURGH PA 15219",10/21/14 15:15,0,231EN06,605,Polish Hill,7,6,42003060500,6,6,2,24-Feb,40.45576815,-79.96593987,2014,106,4
4940,F170040680,115,"Incinerator overload or malfunction, fire confined","3200 BLOCK KENNETT SQ, PITTSBURGH PA 15213",5/21/17 17:35,1,231EN10,409,South Oakland,3,4,42003040900,3,4,4,10-Feb,40.43429968,-79.96117302,2017,1,7
4942,F140075836,151,"Outside rubbish, trash or waste fire","WALDECK ST & SYLVAN AVE, PITTSBURGH PA 15217",10/21/14 20:35,0,231EN12,1501,Hazelwood,5,15,42003562900,3,15,4,12-Feb,40.42491223,-79.95103699,2014,63,36
4943,F140075868,131,Passenger vehicle fire,"PAULSON AVE & DUNMORE ST, PITTSBURGH PA 15206",10/22/14 0:49,0,231EN15,1203,Lincoln-Lemington-Belmar,9,12,42003120300,2,12,5,15-Mar,40.46885787,-79.90119718,2014,106,22
4944,F140076268,143,Grass fire,"100 BLOCK ART ROONEY AVE, PITTSBURGH PA 15212",10/23/14 14:14,0,231EN37,2205,North Shore,1,22,42003981200,6,22,1,7-Jan,40.44631465,-80.01631623,2014,17,10
4945,F140076460,151,"Outside rubbish, trash or waste fire","400 BLOCK FISHER ST, PITTSBURGH PA 15210",10/24/14 9:05,0,231EN22,1607,Mt. Oliver,3,16,42003561700,4,16,3,8-Apr,40.41115482,-79.98107911,2014,63,2
4946,F140076555,130,"Mobile property (vehicle) fire, Other","5100 BLOCK WESTMINSTER PL, PITTSBURGH PA 15232",10/24/14 15:23,0,231EN18,703,Shadyside,8,7,42003070300,2,7,4,22-Mar,40.44854235,-79.93920816,2014,22,18
4947,F140076572,113,"Cooking fire, confined to container","2400 BLOCK CHAUNCEY DR, PITTSBURGH PA 15201",10/24/14 16:19,1,231EN10,509,Bedford Dwellings,6,5,42003050900,3,5,2,5-Feb,40.44992033,-79.97459725,2014,238,5
4948,F140076580,113,"Cooking fire, confined to container","200 BLOCK S LINDEN AVE, PITTSBURGH PA 15217",10/24/14 16:52,1,231EN18,1404,Point Breeze,8,14,42003140400,3,14,4,17-Feb,40.45185521,-79.91157871,2014,238,8
4949,F140076627,113,"Cooking fire, confined to container","5600 BLOCK MUNHALL RD, PITTSBURGH PA 15217",10/24/14 20:00,1,231EN18,1413,Squirrel Hill South,5,14,42003141300,3,14,4,21-Feb,40.43335804,-79.92460144,2014,238,33
4950,F140076640,151,"Outside rubbish, trash or waste fire","MOUNTAIN AVE & DAWES ST, PITTSBURGH PA 15210",10/24/14 20:57,0,231EN22,1603,Arlington,3,16,42003561600,4,16,3,8-Apr,40.41544221,-79.97836868,2014,63,9
4951,F140076671,160,"Special outside fire, Other","LAMONT PL & ELWOOD ST, PITTSBURGH PA 15217",10/24/14 23:06,0,231EN18,705,Shadyside,8,7,42003070500,2,7,4,11-Mar,40.45432147,-79.92697881,2014,24,18
4952,F170054735,151,"Outside rubbish, trash or waste fire","ELLSWORTH AVE & SHADY AVE, PITTSBURGH PA 15206",7/5/17 6:22,0,231EN08,708,Shadyside,8,7,42003070800,2,7,4,11-Mar,40.45919357,-79.92207194,2017,80,12
4953,F170054914,151,"Outside rubbish, trash or waste fire","3200 BLOCK CENTRAL AVE, PITTSBURGH PA 15212",7/5/17 16:51,0,231TK33,2715,Marshall-Shadeland,1,27,42003271500,1,27,1,14-Jan,40.47524314,-80.02738503,2017,80,17
4954,F170055265,162,Outside equipment fire,"1300 BLOCK POCONO ST, PITTSBURGH PA 15218",7/6/17 17:28,0,231EN19,1411,Swisshelm Park,5,14,42003141100,3,14,4,19-Feb,40.41933066,-79.90175507,2017,7,2
4955,F140076733,100,"Fire, Other","2100 BLOCK RHINE ST, PITTSBURGH PA 15212",10/25/14 7:18,1,231EN38,2620,Spring Hill-City View,1,26,42003262000,1,26,1,11-Jan,40.46661676,-79.99367687,2014,22,12
4956,F140076735,150,"Outside rubbish fire, Other","FRIENDSHIP AVE & MILGATE ST, PITTSBURGH PA 15201",10/25/14 7:35,0,231EN06,903,Bloomfield,7,9,42003090300,2,9,5,6-Mar,40.46548091,-79.95167714,2014,63,23
4957,F140076785,113,"Cooking fire, confined to container","2100 BLOCK PAULINE AVE, PITTSBURGH PA 15216",10/25/14 12:59,1,231EN28,1920,Beechview,4,19,42003192000,5,19,6,28-Apr,40.4051254,-80.02611668,2014,238,12
4958,F140076794,131,Passenger vehicle fire,"LUELLA ST & HEIM ST, PITTSBURGH PA 15212",10/25/14 13:26,0,231EN38,2620,Spring Hill-City View,1,26,42003262000,1,26,1,11-Jan,40.46809954,-79.99876398,2014,106,12
4959,F140076848,113,"Cooking fire, confined to container","1500 BLOCK LOWRIE ST, PITTSBURGH PA 15212",10/25/14 17:41,1,231EN32,2406,Troy Hill,1,24,42003240600,1,24,1,2-Jan,40.46157656,-79.98505311,2014,238,12
4960,F140076955,113,"Cooking fire, confined to container","600 BLOCK FILBERT ST, PITTSBURGH PA 15206",10/26/14 6:34,1,231EN08,703,Shadyside,8,7,42003070300,2,7,4,22-Mar,40.45321884,-79.93418551,2014,238,18
4961,F140077043,111,Building fire,"800 BLOCK DAVIS AVE, PITTSBURGH PA 15214",10/26/14 15:07,1,231EN35,2715,Perry North,1,26,42003980400,1,26,1,15-Jan,40.48252031,-80.02473069,2014,188,11
4962,F140077057,131,Passenger vehicle fire,"800 BLOCK S AIKEN AVE, PITTSBURGH PA 15206",10/26/14 16:04,0,231EN18,703,Shadyside,8,7,42003070300,2,7,4,22-Mar,40.45072883,-79.93607852,2014,106,18
4963,F140077083,100,"Fire, Other","6600 BLOCK WILKINS AVE, PITTSBURGH PA 15217",10/26/14 19:06,0,231EN18,1404,Squirrel Hill North,8,14,42003140300,3,14,4,18-Feb,40.4449172,-79.91543871,2014,22,20
4964,F140077262,138,Off-road vehicle or heavy equipment fire,"1000 BLOCK VINIAL ST, PITTSBURGH PA 15212",10/27/14 12:23,1,231EN32,2304,Troy Hill,1,24,42003240600,1,24,1,5-Jan,40.45747785,-79.99266324,2014,2,12
4965,F140077388,131,Passenger vehicle fire,"300 BLOCK SCHENLEY MANOR DR, PITTSBURGH PA 15201",10/27/14 20:09,0,231EN07,1005,Stanton Heights,9,10,42003100500,2,10,5,7-Mar,40.47338256,-79.93514413,2014,106,7
4966,F140077400,150,"Outside rubbish fire, Other","COPELAND ST & TARA WAY, PITTSBURGH PA 15223",10/27/14 21:29,0,231EN08,703,Shadyside,8,7,42003070300,2,7,4,22-Mar,40.45276212,-79.9357663,2014,63,18
4967,F140077429,142,Brush or brush-and-grass mixture fire,"E ELIZABETH ST & 2ND AVE, PITTSBURGH PA 15207",10/28/14 0:37,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.40709103,-79.94327177,2014,56,36
4968,F140077521,118,"Trash or rubbish fire, contained","3000 BLOCK VIOLA ST, PITTSBURGH PA 15214",10/28/14 11:48,1,231EN34,2607,Perry South,1,26,42003260700,1,26,1,23-Jan,40.47626386,-80.01145044,2014,42,23
4969,F140077650,140,"Natural vegetation fire, Other","2600 BLOCK 5TH AVE, PITTSBURGH PA 15213",10/28/14 19:44,0,231EN10,402,South Oakland,6,4,42003040900,3,4,4,10-Feb,40.43651311,-79.96575985,2014,28,13
4970,F170055896,140,"Natural vegetation fire, Other","200 BLOCK BONVUE ST, PITTSBURGH PA 15214",7/8/17 20:48,0,231EN34,2602,Perry North,1,26,42003260200,1,26,1,15-Jan,40.49005112,-80.01562416,2017,16,17
4971,F140077653,113,"Cooking fire, confined to container","2300 BLOCK SHERBROOK ST, PITTSBURGH PA 15217",10/28/14 19:49,1,231EN18,1408,Squirrel Hill South,5,14,42003140800,3,14,4,21-Feb,40.43146467,-79.92170208,2014,238,33
4972,F140077684,113,"Cooking fire, confined to container","600 BLOCK HILLSBORO ST, PITTSBURGH PA 15204",10/28/14 21:51,1,231EN31,2018,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45382839,-80.05278859,2014,238,29
4973,F140077782,151,"Outside rubbish, trash or waste fire","MIFFLIN RD & INTERBORO AVE, PITTSBURGH PA 15207",10/29/14 12:49,0,231EN20,3102,Lincoln Place,5,31,42003310200,3,31,4,20-Apr,40.36974384,-79.91292765,2014,63,11
4974,F140077893,113,"Cooking fire, confined to container","00 BLOCK VINE ST, PITTSBURGH PA 15219",10/30/14 1:28,1,231EN04,305,Crawford-Roberts,6,3,42003030500,3,3,2,4-Feb,40.43854414,-79.98412761,2014,238,13
4976,F140078099,113,"Cooking fire, confined to container","1000 BLOCK WOODLOW ST, PITTSBURGH PA 15204",10/30/14 19:38,1,231EN30,2814,Crafton Heights,2,28,42003281400,5,28,6,17-Jan,40.44592617,-80.05235169,2014,238,15
4977,F140078355,111,Building fire,"2600 BLOCK LELAND ST, PITTSBURGH PA 15214",10/31/14 18:35,1,231EN38,2615,Perry South,6,26,42003261500,1,26,1,23-Jan,40.47079276,-80.01221327,2014,188,23
4978,F140078377,132,Road freight or transport vehicle fire,"WARFIELD ST & CARPENTER WAY, PITTSBURGH PA 15212",10/31/14 19:38,0,231EN32,2205,North Shore,1,23,42003563200,1,23,1,20-Jan,40.45213364,-79.99484388,2014,7,10
4979,F140078439,131,Passenger vehicle fire,"1400 BLOCK BELDALE ST, PITTSBURGH PA 15233",11/1/14 0:06,0,231EN37,2107,Manchester,6,21,42003210700,1,21,1,8-Jan,40.45909225,-80.02803362,2014,106,5
4980,F140078463,118,"Trash or rubbish fire, contained","4400 BLOCK PENN AVE, PITTSBURGH PA 15201",11/1/14 2:19,1,231EN06,902,Bloomfield,7,9,42003090300,2,9,5,6-Mar,40.46591305,-79.9532507,2014,42,23
4981,F140078468,131,Passenger vehicle fire,"TESLA ST & KINGLAKE ST, PITTSBURGH PA 15207",11/1/14 2:52,0,231EN13,1515,Hazelwood,5,15,42003562300,3,15,4,13-Feb,40.41312828,-79.93197341,2014,106,36
4982,F140078596,118,"Trash or rubbish fire, contained","FILMORE ST & S BELLEFIELD A, PITTSBURGH PA 15213",11/1/14 15:13,1,231EN10,404,North Oakland,8,4,42003982200,3,4,4,7-Feb,40.44507944,-79.95127272,2014,42,17
4983,F140078607,111,Building fire,"1300 BLOCK CRAFTON BLVD, PITTSBURGH PA 15205",11/1/14 16:44,1,231EN29,2815,Crafton Heights,2,28,42003281500,5,28,6,18-Jan,40.43799157,-80.05391307,2014,188,15
4984,F140078786,111,Building fire,"500 BLOCK EMLIN WAY, PITTSBURGH PA 15212",11/2/14 11:33,1,231EN32,2304,East Allegheny,1,23,42003563200,1,23,1,6-Jan,40.4539412,-80.00070567,2014,188,6
4985,F140078822,113,"Cooking fire, confined to container","300 BLOCK MT PLEASANT RD, PITTSBURGH PA 15212",11/2/14 14:35,1,231EN38,2609,Northview Heights,1,26,42003260900,1,26,1,13-Jan,40.48235135,-80.00304348,2014,238,7
4986,F140078859,113,"Cooking fire, confined to container","5100 BLOCK MARGARET MORRISON ST, PITTSBURGH PA 15217",11/2/14 18:27,1,231EN18,1401,Squirrel Hill North,5,14,42003140100,3,14,4,8-Feb,40.44166849,-79.94148606,2014,238,20
4987,F140079186,140,"Natural vegetation fire, Other","CHARTIERS AVE & HILLSBORO S, PITTSBURGH PA 15204",11/3/14 21:20,0,231EN31,2022,Sheraden,2,20,42003562500,5,20,6,16-Jan,40.45328513,-80.05457975,2014,28,29
4988,F140079204,113,"Cooking fire, confined to container","700 BLOCK MERCER ST, PITTSBURGH PA 15219",11/3/14 23:07,1,231EN24,305,Crawford-Roberts,6,3,42003030500,3,3,2,1-Feb,40.44442876,-79.98729152,2014,238,13
4989,F140079221,116,"Fuel burner/boiler malfunction, fire confined","00 BLOCK OVERBECK ST, PITTSBURGH PA 15212",11/4/14 2:48,1,231EN32,2620,Spring Hill-City View,1,24,42003262000,1,24,1,24-Jan,40.46298645,-79.99544954,2014,5,12
